activity_name,activity_db,activity_code,reference_product,activity_unit,location,production_amount,functional_unit_amount,method_1,method_2,method_3,method_str,method_unit,lcia_score
"Zinc, sheet",uslci_database596,7a0942f9-5fe3-3a78-aff1-9399fea7c14b.f8281b54-534a-3ad5-b7ec-cc185ab4b9ff,Renewable fuels,kg,Global,1.41219258506281e-08,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,229582953.85484233
"Transport, single unit truck, long-haul, electricity powered, East North Central",uslci_database596,3fdb5887-dd2d-343b-8365-81625c88e2d1,"Transport, single unit truck, long-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14197522356653075
Electricity; at grid; generation mix - Public Service Company of Colorado,uslci_database596,15920ae0-225b-3170-b208-0d2aad84c8e3,"Electricity, AC, 2300-7650 V",MJ,Public Service Company of Colorado,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11592426137011481
"Transport, refuse truck, diesel powered, Northeast region",uslci_database596,7ac14cbe-026f-3e50-9e49-831fbc193e4b,"Transport, refuse truck, diesel powered",t*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13027599336110923
"Wood Combusted, at boiler, at hardboard mill",uslci_database596,f3b8fc97-f519-3da0-80de-72a7d5551fda.80bd7cd8-a4ec-3dd8-888f-1f0f25d355e9,"Wood ash, generated on-site, at hardboard mill",kg,Northern America,1.0190969060508632,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.834637896254519
Electricity; at grid; consumption mix - PUD No. 1 of Douglas County - BA,uslci_database596,440ee54c-ba19-337f-9959-88bf75a63510,"Electricity, AC, 2300-7650 V",MJ,PUD No. 1 of Douglas County,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.00021034344009790169
"Corn wet milling, operations, AP-42",uslci_database596,c7fec37a-a023-3563-84d6-fa33a6b19f2f,"Corn wet milling, operations, AP-42",kg,Northern America,2000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Transport, motor home, diesel powered",uslci_database596,7687e959-9eed-3227-9fe9-29173b951f34,"Transport, motor home, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.6886279813226465
"Unsaturated polyester, UPR, resin, at plant",uslci_database596,91c096d9-987d-34c6-90c0-3c672b467086.b6fd2a6b-1140-3a94-a8df-34a5031ba57a,"Unsaturated polyester, UPR, resin, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.8829296484682896
"Packaging and information sheets, i2900 desktop scanner",uslci_database596,1296738e-d64f-3837-a793-bc33f491e292,"Packaging and information sheets, i2900 desktop scanner",kg,Global,0.296,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07005341758523075
"Transport, combination truck, gasoline powered",uslci_database596,463d05c9-8c19-3030-8b9f-380c098f5116,"Transport, combination truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08370144894708548
Electricity; at user; consumption mix - PacifiCorp West - BA,uslci_database596,e0c9011b-8b10-3e59-b45f-e07ef2b0c207,"Electricity, AC, 120 V",MJ,PacifiCorp West,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.028364309891359372
Electricity; at grid; generation mix - Public Service Company of New Mexico,uslci_database596,790a91fb-abd9-32f7-8650-62ad9b9e3c19,"Electricity, AC, 2300-7650 V",MJ,Public Service Company of New Mexico,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.10434222113273245
power plant construction - ngcc_const - ISO New England Inc.,uslci_database596,fb8d4f57-a952-354e-9c3e-72e7d1fa6c11,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,12075.040771255302
"Fertilizer, corn, 2022",uslci_database596,24ccf5c5-25f5-35da-bead-5edf4e14cdc1,"Fertilizer, corn",m2,Northern America,10000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07677186524370024
"Phenol formaldehyde resin, neat, 47% solids",uslci_database596,cd04cced-a75c-30c6-b05f-1fe6fbefb934,"Phenol formaldehyde resin, neat, 47% solids",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.2658712822089183
"Transport, single unit truck, gasoline powered, Alaska",uslci_database596,ebe48764-9fda-3c02-9714-621f353e4484,"Transport, single unit truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.12549827128868019
"Veneer, hardwood, dry, at veneer mill, E",uslci_database596,277ef057-4ad9-3780-a1c0-6d78321131f6.cf678567-6e5e-35ac-8fcd-4c3e003e1461,Wood fuel; hardwood; dry; at veneer mill,kg,US,1.0143925000000047,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.9071547575833581
"Transport, transit bus, diesel powered, Northwest",uslci_database596,ec65cbcc-bd0f-3359-9fab-a7f89e7e0aef,"Transport, transit bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11426976439306295
"Bark, hardwood, average, at forest road,  NE-NC",uslci_database596,0b5a14e7-bf8f-380e-87de-af92dd61e21b,Bark; hardwood; average; at forest road,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Steel; cold rolled coil, at plant",uslci_database596,cc886340-1e9e-40fc-8bae-87ea661f00c7.b9bf3487-2f01-3efd-8f0a-b02272a95ac4,"Overburden, stockpiled, on-site, for unspecified beneficial use",kg,Northern America,4.275249263,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.44519315269129084
Drinking water treatment; Distribution Pipe Network Infrastructure; at plant,uslci_database596,6017be4d-8df3-31bf-9597-756852c8f18d,Drinking water treatment; Distribution Pipe Network Infrastructure,m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.019662683780854274
Electricity - SOLAR - JEA,uslci_database596,23864ebf-733f-3004-935d-7a5f2d8cc688,"Electricity, AC, 2300-7650 V",MJ,JEA,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.009536990550474213
"Electricity - WIND - NaturEner Wind Watch, LLC",uslci_database596,06f579fe-a07b-39b3-a98f-0af893c7532b,"Electricity, AC, 2300-7650 V",MJ,"NaturEner Wind Watch, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0030201175162281875
"Transport, combination truck, short-haul, electricity powered, Hawaii",uslci_database596,ddb20acf-c476-3399-8419-65e867abe63e,"Transport, combination truck, short-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.05138406496557894
Electricity - GAS - Avista Corporation,uslci_database596,3f0831f4-337b-3b04-aa50-0f95f7521478,"Electricity, AC, 2300-7650 V",MJ,Avista Corporation,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1342311004741137
power plant construction - wind_const - Public Service Company of New Mexico,uslci_database596,f62f3283-360e-3374-97a7-413515960255,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,11.499585587483898
Electricity - SOLAR - South Carolina Public Service Authority,uslci_database596,f7d850f2-c3b3-34c5-99fa-60a33dcc3e25,"Electricity, AC, 2300-7650 V",MJ,South Carolina Public Service Authority,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.01174204713223649
power plant construction - wind_const - Portland General Electric Company,uslci_database596,7d4f9464-2f61-3446-b872-89a4ff44a790,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,16.814921768294365
Electricity; at grid; consumption mix - NorthWestern Corporation - BA,uslci_database596,1b57f680-b9fc-3ea2-8671-716cfd9efc90,"Electricity, AC, 2300-7650 V",MJ,NorthWestern Corporation,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.19145795440384872
Electricity - SOLAR - Duke Energy Progress East,uslci_database596,49bdb021-3c91-32c5-82b6-951073a5e62a,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Progress East,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.01033337517912473
"Transport, combination truck, short-haul, electricity powered, Southeast",uslci_database596,b60e52eb-01b4-3fd7-ab3f-b3290c2cab06,"Transport, combination truck, short-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0508055743878915
petroleum extraction and processing - RFO PADD 2,uslci_database596,3b4072c8-5e93-3af4-8ec8-2929388bda35,"petroleum fuel, through transportation",MJ,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.011194561978147131
"Transport, combination truck, compressed natural gas powered",uslci_database596,aee013f3-6ae5-3c4c-acad-8dc891462326,"Transport, combination truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07108888056470215
"Transport, combination truck, short-haul, compressed natural gas powered",uslci_database596,f91293a0-2164-34d5-a851-a15c2599c224,"Transport, combination truck, short-haul, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0753580532391541
"Transport, single unit truck, long-haul, electricity powered, Hawaii",uslci_database596,dc75854b-3781-3bc3-847f-0aaee18a1281,"Transport, single unit truck, long-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.09970423727254314
"Transport, combination truck, gasoline powered, Hawaii",uslci_database596,43f4d42a-0145-309d-bd89-0abfffadf4e8,"Transport, combination truck, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08584879796082459
coal transport - Barge,uslci_database596,24edfdfe-02d6-3f24-8323-69563f33ac1b,"coal, transported",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.8872049508841742
power plant construction - wind_const - Salt River Project,uslci_database596,3e614951-ee90-3111-ac6e-3033e4c9c7dc,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,25.664565427095553
"Electricity - GAS - Griffith Energy, LLC",uslci_database596,757e3799-2bb1-3e15-9001-ab6cfa881643,"Electricity, AC, 2300-7650 V",MJ,"Griffith Energy, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1387313236334823
Electricity - BIOMASS - Louisville Gas and Electric Company and Kentucky Utilities Company,uslci_database596,c1027216-0ed2-3217-9067-16a08692e093,"Electricity, AC, 2300-7650 V",MJ,Louisville Gas and Electric Company and Kentucky Utilities Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.259474089148398
Electricity; at user; consumption mix - Southwestern Power Administration - BA,uslci_database596,ef1d3416-ccfb-323d-a50a-dbc66b10d2b6,"Electricity, AC, 120 V",MJ,Southwestern Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07455315592846734
Electricity; at grid; consumption mix - Hawaii - FERC,uslci_database596,63fff6db-a85d-36d9-883c-f7603ee08a17,"Electricity, AC, 2300-7650 V",MJ,Hawaii,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.015553365498152144
"Cladding, roll formed, at plant",uslci_database596,7fa00b86-ca0f-321a-94a6-c8f68338a7cb,"Cladding, roll formed, at plant",m2,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,26.72494047180333
Electricity - HYDRO - Southeastern Power Administration,uslci_database596,16591676-1008-36c8-96c0-85146985022c,"Electricity, AC, 2300-7650 V",MJ,Southeastern Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Transport, combination truck, compressed natural gas powered, Central",uslci_database596,7f4b827d-fd21-3b86-8be6-a02b70c48432,"Transport, combination truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0710011322598516
"Paper, freesheet, uncoated, average production, at mill",uslci_database596,732a5578-1750-3738-b0f2-607106574358.8e4dac34-5700-3385-90ae-ebc71adf6ef1,"Electricity, at uncoated freesheet mill",kWh,Northern America,65.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,46.01347024430595
Electricity - WIND - Los Angeles Department of Water and Power,uslci_database596,a916db8d-e691-3892-9732-9fb70af71f98,"Electricity, AC, 2300-7650 V",MJ,Los Angeles Department of Water and Power,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.006950912641089221
Electricity - BIOMASS - JEA,uslci_database596,fd3ebd28-bb50-3c52-9f67-82c4888e056e,"Electricity, AC, 2300-7650 V",MJ,JEA,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.18128989615411228
"Aluminum, secondary, rolled",uslci_database596,3f888c9f-35e2-3162-bc14-49700cff888c,"Aluminum, secondary, rolled",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.07290243127608
"Petroleum refining, at refinery",uslci_database596,0aaf1e13-5d80-37f9-b7bb-81a6b8965c71.813325ee-9eb4-3825-9280-bee7b1a2e9a8,"Liquefied petroleum gas, at refinery",l,US,1.8452322382210866,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.416606208949413
"Transport, single unit truck, diesel powered, Central",uslci_database596,bed8446c-5d29-3e1a-bbd7-3d9a14721d1c,"Transport, single unit truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11341264078184793
power plant construction - solar_pv_const - Imperial Irrigation District,uslci_database596,a9324829-4f8a-385f-bc4c-6ed3a26a7594,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,18.78553024718444
Electricity; at grid; generation mix - Duke Energy Carolinas,uslci_database596,84307b07-3a5c-3a72-b572-c56e0eeff077,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Carolinas,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08061488956991716
"Electricity - BIOMASS - Puget Sound Energy, Inc.",uslci_database596,e8a5c206-277a-37c1-ab90-38122395f827,"Electricity, AC, 2300-7650 V",MJ,"Puget Sound Energy, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14694450088563826
"Transport, single unit truck, short-haul, electricity powered, Southeast",uslci_database596,63c20ec0-b164-33d8-8e3e-ed6959b7e25f,"Transport, single unit truck, short-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.054200826923604215
Electricity - SOLAR - El Paso Electric Company,uslci_database596,0ee4ec84-7cf5-328f-a759-23f47d1d6c82,"Electricity, AC, 2300-7650 V",MJ,El Paso Electric Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.003936328901886619
"Ethanol, denatured, switchgrass, biochemical",uslci_database596,0898854c-e38f-3d23-880f-f8da7d65ca0c,"Ethanol, denatured, switchgrass, biochemical",kg,Northern America,26100.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,5.968069172608212
"Transport, combination truck, long-haul, electricity powered, South",uslci_database596,9875751f-9184-361c-984a-341c293185c3,"Transport, combination truck, long-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07556980287962592
"Electricity - HYDRO - Puget Sound Energy, Inc.",uslci_database596,6e7a0a71-49c6-36b2-90af-1133196d74a0,"Electricity, AC, 2300-7650 V",MJ,"Puget Sound Energy, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.001263841986656189
"coal extraction and processing - Rocky Mountain, SUB, Surface",uslci_database596,5fa7c944-1559-3e82-939d-25c518ee0c71,"coal, processed, at mine",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.01385789762541128
"Transport, single unit truck, short-haul, electricity powered, East North Central",uslci_database596,93664230-e60b-39d3-9cfe-d35f207c0447,"Transport, single unit truck, short-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07813133415134903
"Aluminum ingot, production mix, at plant",uslci_database596,a8eb9a6a-e8e6-3da6-a3ab-20dcf68e883a,"Aluminum ingot, production mix, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,4.349597478017029
"Transport, school bus, diesel powered, West",uslci_database596,ed7627f8-4d2e-3c59-b61e-b1cc6a37f6a9,"Transport, school bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.015265829795968949
"Lost foam casting, aluminum",uslci_database596,a8c3ad24-992e-31e0-9e18-fdf0280875df.dd148031-4f7d-3a55-a0da-f5b96675ae71,"Alumimum scrap, at lost foam casting",kg,Northern America,0.398,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,6.807644555500985
Electricity - SOLAR - Tampa Electric Company,uslci_database596,a1a79a48-9c0f-3897-b203-4b11a68d9ea9,"Electricity, AC, 2300-7650 V",MJ,Tampa Electric Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.004474816201219588
"Transport, combination truck, short-haul, gasoline powered, Alaska",uslci_database596,90e9ed10-ddca-3812-8bde-2a1b1f3fb427,"Transport, combination truck, short-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0826411119675002
"Ductile Iron Pipe, 60"" inch diameter; at plant; per linear foot",uslci_database596,7394ff08-eec4-4f81-8b0f-8880cd071207,"Ductile Iron Pipe, 60""",ft,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,153.60080581676874
"Ethanol, denatured, corn dry mill",uslci_database596,8e3e47ea-ed49-329e-8931-29115917bc81.0a61808a-df04-3ec0-8c2b-93d4f5cf9fbf,Distillers dried grains with solubles,kg,Northern America,15000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.5385274724546574
